,date,time,comp,round,day,venue,result,gf,ga,opponent,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,pk,pkatt,season,team
34,2022-04-08,19:00,Liga MX,Clausura 2022 Regular Season,Fri,Away,D,2,2,Puebla,55.0,28115.0,Alan Mozo,4-4-2,Brian Gonzalez,Match Report,,16,6,,0,0,2022,UNAM
35,2022-04-17,12:00,Liga MX,Clausura 2022 Regular Season,Sun,Home,W,2,0,Monterrey,42.0,17167.0,Alfredo Talavera,4-4-2,Erick Miranda,Match Report,,14,5,,0,0,2022,UNAM
36,2022-04-20,19:00,Liga MX,Clausura 2022 Regular Season,Wed,Away,L,0,2,Atlético,56.0,14948.0,Nicolás Freire,4-4-2,Marco Ortíz,Match Report,,12,2,,0,0,2022,UNAM
37,2022-04-23,21:00,Liga MX,Clausura 2022 Regular Season,Sat,Away,L,1,3,Guadalajara,47.0,31767.0,Alfredo Talavera,4-4-2,Óscar Macias,Match Report,,13,6,,0,0,2022,UNAM
38,2022-05-01,12:00,Liga MX,Clausura 2022 Regular Season,Sun,Home,W,2,0,Pachuca,44.0,14286.0,Alfredo Talavera,4-2-3-1,Fernando Hernández,Match Report,,15,5,,0,0,2022,UNAM
39,2022-05-08,19:15,Liga MX,Reclassification,Sun,Away,L,1,4,Guadalajara,53.0,37508.0,Alfredo Talavera,4-3-3,Marco Ortíz,Match Report,,5,1,,0,0,2022,UNAM
0,2021-07-24,21:00,Liga MX,Apertura 2021 Regular Season,Sat,Away,W,2,1,Guadalajara,31.0,11647.0,Javier Güemez,5-3-2,Eduardo Basulto,Match Report,,9,4,,0,0,2022,Atletico
1,2021-08-02,21:00,Liga MX,Apertura 2021 Regular Season,Mon,Home,D,1,1,Querétaro,64.0,6917.0,Javier Güemez,5-3-2,Luis Santander,Match Report,,16,3,,0,0,2022,Atletico
2,2021-08-08,12:00,Liga MX,Apertura 2021 Regular Season,Sun,Away,W,3,1,UNAM,37.0,,Javier Güemez,3-1-4-2,Óscar Macias,Match Report,,9,6,,0,0,2022,Atletico
3,2021-08-12,21:00,Liga MX,Apertura 2021 Regular Season,Thu,Home,L,0,2,Necaxa,63.0,4128.0,Marcelo Barovero,3-1-4-2,César Arturo Ramos,Match Report,,14,4,,0,1,2022,Atletico
4,2021-08-21,21:00,Liga MX,Apertura 2021 Regular Season,Sat,Home,D,0,0,Cruz Azul,49.0,3909.0,Javier Güemez,5-3-2,Oscar Mejia,Match Report,,12,2,,0,0,2022,Atletico
5,2021-08-27,18:00,Liga MX,Apertura 2021 Regular Season,Fri,Away,D,2,2,Mazatlán,49.0,5477.0,Javier Güemez,5-3-2,Adonai Escobedo,Match Report,,11,7,,1,1,2022,Atletico
6,2021-09-10,19:00,Liga MX,Apertura 2021 Regular Season,Fri,Away,D,2,2,Puebla,50.0,3370.0,Javier Güemez,5-3-2,Juan Esquivel,Match Report,,6,4,,1,1,2022,Atletico
7,2021-09-16,19:00,Liga MX,Apertura 2021 Regular Season,Thu,Home,W,4,1,Tijuana,42.0,3038.0,Javier Güemez,4-5-1,Oscar Mejia,Match Report,,11,6,,1,1,2022,Atletico
8,2021-09-21,20:00,Liga MX,Apertura 2021 Regular Season,Tue,Away,L,0,1,FC Juárez,54.0,11906.0,Javier Güemez,4-1-4-1,Eduardo Basulto,Match Report,,16,3,,0,0,2022,Atletico
9,2021-09-26,12:00,Liga MX,Apertura 2021 Regular Season,Sun,Away,W,2,1,Toluca,30.0,6833.0,Javier Güemez,3-4-3,Luis Santander,Match Report,,14,5,,1,1,2022,Atletico
10,2021-09-29,17:00,Liga MX,Apertura 2021 Regular Season,Wed,Home,L,0,3,UANL,44.0,9545.0,Javier Güemez,3-4-3,Jorge Rojas,Match Report,,15,3,,0,0,2022,Atletico
11,2021-10-02,17:00,Liga MX,Apertura 2021 Regular Season,Sat,Away,D,0,0,León,41.0,9675.0,Javier Güemez,3-4-3,Victor Caceres,Match Report,,7,3,,0,0,2022,Atletico
12,2021-10-16,19:00,Liga MX,Apertura 2021 Regular Season,Sat,Home,L,0,1,América,43.0,16373.0,Javier Güemez,3-4-3,Diego Montaño,Match Report,,5,2,,0,0,2022,Atletico
13,2021-10-24,19:00,Liga MX,Apertura 2021 Regular Season,Sun,Home,L,2,6,Atlas,48.0,9309.0,Javier Güemez,3-4-3,César Arturo Ramos,Match Report,,11,6,,0,0,2022,Atletico
14,2021-10-31,19:05,Liga MX,Apertura 2021 Regular Season,Sun,Home,D,1,1,Monterrey,36.0,7690.0,Javier Güemez,5-3-2,Adonai Escobedo,Match Report,,10,1,,0,0,2022,Atletico
15,2021-11-03,19:00,Liga MX,Apertura 2021 Regular Season,Wed,Away,D,0,0,Pachuca,31.0,10683.0,Javier Güemez,4-3-3,Erick Miranda,Match Report,,19,6,,0,0,2022,Atletico
16,2021-11-07,19:06,Liga MX,Apertura 2021 Regular Season,Sun,Away,D,0,0,Santos,29.0,14658.0,Javier Güemez,5-4-1,Fernando Guerrero,Match Report,,6,0,,0,1,2022,Atletico
17,2021-11-20,19:00,Liga MX,Reclassification,Sat,Away,L,0,2,Santos,42.0,10048.0,Javier Güemez,4-4-2,César Arturo Ramos,Match Report,,11,2,,0,0,2022,Atletico
18,2022-01-06,21:00,Liga MX,Clausura 2022 Regular Season,Thu,Home,L,0,2,Pachuca,47.0,6841.0,Javier Güemez,5-4-1,Óscar Macias,Match Report,,9,0,,0,0,2022,Atletico
19,2022-01-15,17:00,Liga MX,Clausura 2022 Regular Season,Sat,Away,L,0,1,Atlas,52.0,13353.0,Javier Güemez,4-3-3,Brian Gonzalez,Match Report,,9,3,,0,0,2022,Atletico
20,2022-01-20,21:00,Liga MX,Clausura 2022 Regular Season,Thu,Home,L,0,1,FC Juárez,40.0,5397.0,Javier Güemez,4-3-3,Erick Miranda,Match Report,,12,1,,0,0,2022,Atletico
21,2022-02-05,19:00,Liga MX,Clausura 2022 Regular Season,Sat,Away,W,3,2,América,31.0,16968.0,Rubens Sambueza,3-5-2,Adonai Escobedo,Match Report,,14,9,,0,0,2022,Atletico
22,2022-02-12,17:00,Liga MX,Clausura 2022 Regular Season,Sat,Home,L,0,1,Toluca,59.0,5574.0,Javier Güemez,5-3-2,Daniel Quintero,Match Report,,19,7,,0,1,2022,Atletico
23,2022-02-19,19:00,Liga MX,Clausura 2022 Regular Season,Sat,Away,L,1,2,UANL,37.0,20850.0,Unai Bilbao,4-5-1,Marco Ortíz,Match Report,,5,1,,0,0,2022,Atletico
24,2022-02-26,17:06,Liga MX,Clausura 2022 Regular Season,Sat,Away,W,2,0,Monterrey,35.0,24507.0,Javier Güemez,4-5-1,Diego Montaño,Match Report,,8,4,,0,0,2022,Atletico
25,2022-03-02,21:00,Liga MX,Clausura 2022 Regular Season,Wed,Home,D,2,2,Guadalajara,36.0,14630.0,Germán Berterame,4-4-1-1,César Arturo Ramos,Match Report,,8,4,,0,0,2022,Atletico
26,2022-03-13,17:00,Liga MX,Clausura 2022 Regular Season,Sun,Home,W,2,1,Puebla,34.0,5904.0,Unai Bilbao,4-3-3,Luis Santander,Match Report,,11,7,,0,0,2022,Atletico
27,2022-03-17,21:05,Liga MX,Clausura 2022 Regular Season,Thu,Away,L,1,2,Querétaro,51.0,,Javier Güemez,4-4-2,Fernando Hernández,Match Report,,8,2,,1,2,2022,Atletico
28,2022-04-01,20:00,Liga MX,Clausura 2022 Regular Season,Fri,Home,W,1,0,Mazatlán,50.0,5803.0,Javier Güemez,4-2-3-1,César Arturo Ramos,Match Report,,15,6,,0,0,2022,Atletico
29,2022-04-06,19:06,Liga MX,Clausura 2022 Regular Season,Wed,Away,D,1,1,Tijuana,45.0,13533.0,Unai Bilbao,4-2-3-1,Jesus Lopez,Match Report,,11,4,,0,0,2022,Atletico
30,2022-04-09,17:00,Liga MX,Clausura 2022 Regular Season,Sat,Home,W,2,0,León,33.0,6102.0,Javier Güemez,4-2-3-1,Luis Santander,Match Report,,14,5,,0,0,2022,Atletico
31,2022-04-15,19:00,Liga MX,Clausura 2022 Regular Season,Fri,Away,L,2,4,Necaxa,57.0,12804.0,Unai Bilbao,4-2-3-1,Oscar Mejia,Match Report,,15,7,,0,0,2022,Atletico
32,2022-04-20,19:00,Liga MX,Clausura 2022 Regular Season,Wed,Home,W,2,0,UNAM,44.0,14948.0,Javier Güemez,4-2-3-1,Marco Ortíz,Match Report,,10,4,,1,1,2022,Atletico
33,2022-04-24,17:00,Liga MX,Clausura 2022 Regular Season,Sun,Away,W,1,0,Cruz Azul,42.0,17222.0,Unai Bilbao,4-4-2,Jesus Lopez,Match Report,,7,3,,0,0,2022,Atletico
34,2022-05-01,16:00,Liga MX,Clausura 2022 Regular Season,Sun,Home,L,1,3,Santos,63.0,10364.0,Javier Güemez,4-4-2,Ismael Lopez,Match Report,,20,9,,0,0,2022,Atletico
35,2022-05-07,20:06,Liga MX,Reclassification,Sat,Away,D,2 (3),2 (1),Monterrey,41.0,38614.0,Unai Bilbao,4-1-4-1,Jorge Pérez,Match Report,Atlético won on penalty kicks following extra time,9,3,,0,0,2022,Atletico
36,2022-05-11,19:00,Liga MX,Quarter-finals,Wed,Home,D,2,2,Pachuca,41.0,16605.0,Javier Güemez,4-2-3-1,Oscar Mejia,Match Report,Leg 1 of 2,14,4,,1,1,2022,Atletico
37,2022-05-14,20:05,Liga MX,Quarter-finals,Sat,Away,L,2,3,Pachuca,51.0,9565.0,Javier Güemez,4-2-3-1,Marco Ortíz,Match Report,Leg 2 of 2; Pachuca won,11,3,,0,0,2022,Atletico
0,2021-07-23,19:00,Liga MX,Apertura 2021 Regular Season,Fri,Home,L,0,3,Santos,54.0,9153.0,Alejandro Zendejas,4-3-3,Jorge Pérez,Match Report,,20,4,,0,0,2022,Necaxa
1,2021-07-31,19:00,Liga MX,Apertura 2021 Regular Season,Sat,Away,L,1,2,América,38.0,9590.0,Fernando Rubén González,4-3-3,Fernando Hernández,Match Report,,13,9,,0,0,2022,Necaxa
2,2021-08-06,21:05,Liga MX,Apertura 2021 Regular Season,Fri,Home,L,1,2,Cruz Azul,47.0,13187.0,Fernando Rubén González,4-4-2,Adonai Escobedo,Match Report,,17,4,,1,1,2022,Necaxa
3,2021-08-12,21:00,Liga MX,Apertura 2021 Regular Season,Thu,Away,W,2,0,Atlético,37.0,4128.0,Fernando Rubén González,3-4-3,César Arturo Ramos,Match Report,,12,4,,0,0,2022,Necaxa
4,2021-08-17,21:00,Liga MX,Apertura 2021 Regular Season,Tue,Home,W,3,0,UNAM,34.0,9242.0,Fernando Rubén González,4-4-2,Eduardo Basulto,Match Report,,16,7,,1,1,2022,Necaxa
5,2021-08-22,19:00,Liga MX,Apertura 2021 Regular Season,Sun,Home,W,1,0,FC Juárez,36.0,8983.0,Fernando Rubén González,5-3-2,Daniel Quintero,Match Report,,9,4,,0,0,2022,Necaxa
6,2021-08-28,17:00,Liga MX,Apertura 2021 Regular Season,Sat,Away,L,1,2,Guadalajara,35.0,9603.0,Fernando Rubén González,4-3-3,Jorge Rojas,Match Report,,10,4,,0,1,2022,Necaxa
7,2021-09-12,19:00,Liga MX,Apertura 2021 Regular Season,Sun,Away,L,0,3,Querétaro,64.0,5704.0,Fernando Rubén González,5-3-2,Fernando Hernández,Match Report,,14,3,,0,0,2022,Necaxa
8,2021-09-17,21:00,Liga MX,Apertura 2021 Regular Season,Fri,Home,L,0,3,Atlas,60.0,11020.0,Fernando Rubén González,4-4-2,Fernando Guerrero,Match Report,,14,5,,0,0,2022,Necaxa
9,2021-09-23,21:00,Liga MX,Apertura 2021 Regular Season,Thu,Away,L,0,1,Pachuca,48.0,4710.0,Fernando Rubén González,4-2-3-1,Jorge Pérez,Match Report,,10,4,,0,0,2022,Necaxa
10,2021-09-28,17:00,Liga MX,Apertura 2021 Regular Season,Tue,Home,W,3,0,Tijuana,62.0,7251.0,Fernando Rubén González,4-4-2◆,Guillermo Pacheco Larios,Match Report,,21,7,,0,0,2022,Necaxa
11,2021-10-03,19:00,Liga MX,Apertura 2021 Regular Season,Sun,Away,D,0,0,UANL,47.0,15797.0,Fernando Rubén González,3-4-3,Marco Ortíz,Match Report,,12,4,,0,0,2022,Necaxa
12,2021-10-15,19:00,Liga MX,Apertura 2021 Regular Season,Fri,Home,L,0,1,Puebla,61.0,8723.0,Fernando Rubén González,3-4-3,Fernando Guerrero,Match Report,,14,3,,0,0,2022,Necaxa
13,2021-10-20,19:00,Liga MX,Apertura 2021 Regular Season,Wed,Away,D,1,1,Toluca,59.0,10090.0,Fernando Rubén González,3-4-3,César Arturo Ramos,Match Report,,16,4,,0,0,2022,Necaxa
14,2021-10-23,17:06,Liga MX,Apertura 2021 Regular Season,Sat,Away,W,1,0,Monterrey,52.0,23077.0,Fernando Rubén González,4-4-2,Luis Santander,Match Report,,14,3,,0,0,2022,Necaxa
15,2021-10-29,19:00,Liga MX,Apertura 2021 Regular Season,Fri,Home,W,2,1,Mazatlán,57.0,10809.0,Fernando Rubén González,4-4-2◆,Oscar Mejia,Match Report,,23,7,,1,1,2022,Necaxa
16,2021-11-06,17:00,Liga MX,Apertura 2021 Regular Season,Sat,Away,L,0,3,León,48.0,11240.0,Fernando Rubén González,4-1-4-1,Luis Santander,Match Report,,17,3,,0,0,2022,Necaxa
17,2022-01-07,18:00,Liga MX,Clausura 2022 Regular Season,Fri,Away,L,1,2,FC Juárez,64.0,7731.0,Fernando Rubén González,4-3-3,Luis Santander,Match Report,,13,4,,0,0,2022,Necaxa
18,2022-01-14,21:00,Liga MX,Clausura 2022 Regular Season,Fri,Home,L,0,4,Monterrey,63.0,8921.0,Fernando Rubén González,4-1-3-2,Fernando Hernández,Match Report,,5,4,,0,0,2022,Necaxa
19,2022-01-23,19:00,Liga MX,Clausura 2022 Regular Season,Sun,Away,W,4,1,Santos,61.0,9630.0,Fernando Rubén González,3-5-2,Victor Caceres,Match Report,,17,7,,0,0,2022,Necaxa
20,2022-02-05,17:00,Liga MX,Clausura 2022 Regular Season,Sat,Home,L,1,3,Pachuca,70.0,9238.0,Fernando Rubén González,5-3-2,Marco Ortíz,Match Report,,17,6,,0,0,2022,Necaxa
21,2022-02-12,19:00,Liga MX,Clausura 2022 Regular Season,Sat,Away,W,2,1,Cruz Azul,52.0,26967.0,Fabricio Formiliano,4-3-3,Erick Miranda,Match Report,,19,7,,0,0,2022,Necaxa
22,2022-02-18,19:06,Liga MX,Clausura 2022 Regular Season,Fri,Away,D,1,1,Tijuana,47.0,10333.0,Fabricio Formiliano,4-2-3-1,Ismael Lopez,Match Report,,9,3,,0,0,2022,Necaxa
23,2022-02-25,19:00,Liga MX,Clausura 2022 Regular Season,Fri,Home,L,0,1,León,43.0,12781.0,Fabricio Formiliano,4-2-3-1,Óscar Macias,Match Report,,16,7,,0,0,2022,Necaxa
24,2022-03-01,20:00,Liga MX,Clausura 2022 Regular Season,Tue,Away,D,0,0,Mazatlán,53.0,9414.0,Fabricio Formiliano,4-4-2,Diego Montaño,Match Report,,12,5,,0,0,2022,Necaxa
25,2022-03-04,19:00,Liga MX,Clausura 2022 Regular Season,Fri,Home,L,0,1,Toluca,61.0,11783.0,Fabricio Formiliano,4-2-3-1,Guillermo Pacheco Larios,Match Report,,9,1,,0,0,2022,Necaxa
26,2022-03-11,19:00,Liga MX,Clausura 2022 Regular Season,Fri,Home,W,1,0,Querétaro,42.0,,Fabricio Formiliano,4-2-3-1,Oscar Mejia,Match Report,,13,5,,0,0,2022,Necaxa
27,2022-03-19,17:00,Liga MX,Clausura 2022 Regular Season,Sat,Away,W,3,1,UNAM,42.0,10380.0,Fabricio Formiliano,4-2-3-1,Adonai Escobedo,Match Report,,8,3,,1,1,2022,Necaxa
28,2022-04-02,19:00,Liga MX,Clausura 2022 Regular Season,Sat,Home,L,0,1,América,55.0,19485.0,Fabricio Formiliano,4-2-3-1,Daniel Quintero,Match Report,,6,2,,0,0,2022,Necaxa
29,2022-04-07,21:00,Liga MX,Clausura 2022 Regular Season,Thu,Away,L,1,2,Atlas,51.0,12588.0,Fabricio Formiliano,4-3-3,Jorge Pérez,Match Report,,11,4,,0,0,2022,Necaxa
30,2022-04-15,19:00,Liga MX,Clausura 2022 Regular Season,Fri,Home,W,4,2,Atlético,43.0,12804.0,Fabricio Formiliano,4-4-2,Oscar Mejia,Match Report,,12,5,,0,0,2022,Necaxa
31,2022-04-19,19:00,Liga MX,Clausura 2022 Regular Season,Tue,Home,W,2,0,UANL,39.0,,Fabricio Formiliano,4-4-2,Jesus Lopez,Match Report,,7,5,,0,0,2022,Necaxa
32,2022-04-22,19:00,Liga MX,Clausura 2022 Regular Season,Fri,Away,W,1,0,Puebla,40.0,16320.0,Fabricio Formiliano,4-4-2,Ismael Lopez,Match Report,,11,1,,0,0,2022,Necaxa
33,2022-04-29,19:00,Liga MX,Clausura 2022 Regular Season,Fri,Home,L,0,1,Guadalajara,50.0,20537.0,Fernando Madrigal,4-4-2,César Arturo Ramos,Match Report,,10,3,,0,0,2022,Necaxa
34,2022-05-07,17:45,Liga MX,Reclassification,Sat,Away,D,1 (1),1 (3),Cruz Azul,51.0,29073.0,Fabricio Formiliano,4-4-2,Fernando Guerrero,Match Report,Cruz Azul won on penalty kicks following extra time,16,7,,0,0,2022,Necaxa
0,2021-07-23,20:00,Liga MX,Apertura 2021 Regular Season,Fri,Away,W,3,1,FC Juárez,60.0,7345.0,Rubens Sambueza,4-2-3-1,Jorge Rojas,Match Report,,17,7,,1,2,2022,Toluca
1,2021-08-01,12:00,Liga MX,Apertura 2021 Regular Season,Sun,Home,W,3,1,UANL,58.0,8540.0,Rubens Sambueza,4-2-3-1,Victor Caceres,Match Report,,16,8,,0,1,2022,Toluca
2,2021-08-06,19:06,Liga MX,Apertura 2021 Regular Season,Fri,Away,W,2,0,Tijuana,39.0,5333.0,Rubens Sambueza,4-2-3-1,Diego Montaño,Match Report,,9,6,,0,0,2022,Toluca
3,2021-08-14,21:00,Liga MX,Apertura 2021 Regular Season,Sat,Away,L,0,4,Cruz Azul,45.0,8588.0,Rubens Sambueza,4-2-3-1,Fernando Guerrero,Match Report,,14,5,,0,0,2022,Toluca
4,2021-08-17,17:00,Liga MX,Apertura 2021 Regular Season,Tue,Home,D,2,2,Mazatlán,67.0,,Rubens Sambueza,4-2-3-1,Saul Silva,Match Report,,11,4,,1,1,2022,Toluca
5,2021-08-21,17:00,Liga MX,Apertura 2021 Regular Season,Sat,Away,D,0,0,Atlas,42.0,7239.0,Rubens Sambueza,4-2-3-1,Marco Ortíz,Match Report,,14,1,,0,0,2022,Toluca
6,2021-08-29,12:00,Liga MX,Apertura 2021 Regular Season,Sun,Home,W,2,1,UNAM,67.0,9566.0,Rubens Sambueza,4-2-3-1,César Arturo Ramos,Match Report,,21,6,,0,0,2022,Toluca
7,2021-09-13,21:00,Liga MX,Apertura 2021 Regular Season,Mon,Away,W,2,1,Pachuca,52.0,,Rubens Sambueza,4-2-3-1,Oscar Mejia,Match Report,,13,3,,0,0,2022,Toluca
8,2021-09-18,19:00,Liga MX,Apertura 2021 Regular Season,Sat,Home,W,3,1,América,44.0,10297.0,Rubens Sambueza,4-4-2,Jorge Rojas,Match Report,,11,4,,0,1,2022,Toluca
9,2021-09-22,19:06,Liga MX,Apertura 2021 Regular Season,Wed,Away,L,0,2,Monterrey,50.0,19836.0,Rubens Sambueza,4-4-2,Erick Miranda,Match Report,,13,7,,0,0,2022,Toluca
10,2021-09-26,12:00,Liga MX,Apertura 2021 Regular Season,Sun,Home,L,1,2,Atlético,70.0,6833.0,Rubens Sambueza,4-3-3,Luis Santander,Match Report,,20,3,,1,1,2022,Toluca
11,2021-10-03,12:00,Liga MX,Apertura 2021 Regular Season,Sun,Home,D,1,1,Querétaro,58.0,6585.0,Rubens Sambueza,3-5-2,Oscar Mejia,Match Report,,19,3,,0,0,2022,Toluca
12,2021-10-17,17:00,Liga MX,Apertura 2021 Regular Season,Sun,Away,L,0,2,Guadalajara,48.0,15019.0,Rubens Sambueza,3-4-3,Fernando Hernández,Match Report,,8,1,,0,0,2022,Toluca
13,2021-10-20,19:00,Liga MX,Apertura 2021 Regular Season,Wed,Home,D,1,1,Necaxa,41.0,10090.0,Rubens Sambueza,4-2-3-1,César Arturo Ramos,Match Report,,11,3,,0,0,2022,Toluca
14,2021-10-24,19:06,Liga MX,Apertura 2021 Regular Season,Sun,Away,D,2,2,Santos,38.0,12511.0,José Juan Vázquez,5-4-1,Jorge Rojas,Match Report,,12,7,,0,0,2022,Toluca
15,2021-10-31,12:00,Liga MX,Apertura 2021 Regular Season,Sun,Home,D,0,0,León,48.0,11210.0,Rubens Sambueza,4-4-2,Marco Ortíz,Match Report,,7,1,,0,0,2022,Toluca
16,2021-11-05,19:00,Liga MX,Apertura 2021 Regular Season,Fri,Away,L,0,1,Puebla,56.0,16136.0,José Juan Vázquez,4-2-3-1,Jorge Pérez,Match Report,,11,3,,0,0,2022,Toluca
17,2021-11-21,17:00,Liga MX,Reclassification,Sun,Home,L,1,2,UNAM,59.0,22595.0,Rubens Sambueza,4-4-2,Fernando Hernández,Match Report,,13,3,,1,1,2022,Toluca
18,2022-01-10,21:00,Liga MX,Clausura 2022 Regular Season,Mon,Away,L,0,5,UNAM,54.0,8493.0,Alexis Canelo,3-4-3,Diego Montaño,Match Report,,5,2,,0,0,2022,Toluca
19,2022-01-16,12:00,Liga MX,Clausura 2022 Regular Season,Sun,Home,W,3,1,Santos,51.0,10023.0,Alexis Canelo,4-2-3-1,César Arturo Ramos,Match Report,,13,5,,0,0,2022,Toluca
20,2022-01-21,20:00,Liga MX,Clausura 2022 Regular Season,Fri,Away,W,2,1,Mazatlán,70.0,8517.0,Alexis Canelo,4-2-3-1,Óscar Macias,Match Report,,11,4,,1,1,2022,Toluca
21,2022-02-12,17:00,Liga MX,Clausura 2022 Regular Season,Sat,Away,W,1,0,Atlético,41.0,5574.0,Alexis Canelo,4-2-3-1,Daniel Quintero,Match Report,,7,2,,0,0,2022,Toluca
22,2022-02-20,18:05,Liga MX,Clausura 2022 Regular Season,Sun,Home,L,1,4,Cruz Azul,52.0,22438.0,Alexis Canelo,4-2-3-1,Jorge Pérez,Match Report,,9,4,,0,0,2022,Toluca
23,2022-02-24,21:05,Liga MX,Clausura 2022 Regular Season,Thu,Away,D,1,1,Querétaro,68.0,11524.0,Alexis Canelo,4-2-3-1,Oscar Mejia,Match Report,,20,7,,0,0,2022,Toluca
24,2022-03-01,19:00,Liga MX,Clausura 2022 Regular Season,Tue,Home,L,1,2,Tijuana,64.0,12523.0,Alexis Canelo,4-2-3-1,Jorge Camacho,Match Report,,17,2,,0,0,2022,Toluca
25,2022-03-04,19:00,Liga MX,Clausura 2022 Regular Season,Fri,Away,W,1,0,Necaxa,39.0,11783.0,Alexis Canelo,4-2-3-1,Guillermo Pacheco Larios,Match Report,,9,3,,0,0,2022,Toluca
26,2022-03-13,12:00,Liga MX,Clausura 2022 Regular Season,Sun,Home,L,0,3,Pachuca,56.0,10044.0,Alexis Canelo,4-2-3-1,César Arturo Ramos,Match Report,,11,3,,0,0,2022,Toluca
27,2022-03-20,17:00,Liga MX,Clausura 2022 Regular Season,Sun,Away,L,0,3,América,48.0,34571.0,Alexis Canelo,4-2-3-1,Oscar Mejia,Match Report,,4,0,,0,0,2022,Toluca
28,2022-04-03,12:00,Liga MX,Clausura 2022 Regular Season,Sun,Home,W,2,1,Puebla,43.0,9215.0,Claudio Baeza,3-5-1-1,Fernando Hernández,Match Report,,10,6,,0,0,2022,Toluca
29,2022-04-06,19:00,Liga MX,Clausura 2022 Regular Season,Wed,Home,D,2,2,Monterrey,61.0,10150.0,Claudio Baeza,5-3-2,Eduardo Galván,Match Report,,12,4,,1,1,2022,Toluca
30,2022-04-09,19:00,Liga MX,Clausura 2022 Regular Season,Sat,Home,D,1,1,Guadalajara,60.0,20166.0,Claudio Baeza,5-3-2,Óscar Macias,Match Report,,13,5,,0,0,2022,Toluca
31,2022-04-16,19:00,Liga MX,Clausura 2022 Regular Season,Sat,Away,L,0,3,UANL,43.0,36658.0,Claudio Baeza,5-3-2,Marco Ortíz,Match Report,,7,2,,0,0,2022,Toluca
32,2022-04-19,21:00,Liga MX,Clausura 2022 Regular Season,Tue,Home,L,0,1,FC Juárez,59.0,9211.0,Claudio Baeza,4-4-2,Victor Caceres,Match Report,,14,3,,0,0,2022,Toluca
33,2022-04-24,12:00,Liga MX,Clausura 2022 Regular Season,Sun,Home,L,2,4,Atlas,48.0,10765.0,Leonardo Fernández,4-4-2,Fernando Guerrero,Match Report,,18,7,,0,0,2022,Toluca
34,2022-05-01,20:06,Liga MX,Clausura 2022 Regular Season,Sun,Away,D,4,4,León,37.0,18732.0,Claudio Baeza,4-4-2,Luis Santander,Match Report,,12,5,,0,0,2022,Toluca
0,2021-07-26,20:00,Liga MX,Apertura 2021 Regular Season,Mon,Away,W,2,0,Cruz Azul,40.0,9598.0,Néstor Vidrio,3-5-2,Diego Montaño,Match Report,,11,3,,0,0,2022,Mazatlan
1,2021-07-30,18:00,Liga MX,Apertura 2021 Regular Season,Fri,Home,W,2,1,Pachuca,44.0,4675.0,Néstor Vidrio,3-5-2,Edgar Rangel,Match Report,,15,5,,0,1,2022,Mazatlan
2,2021-08-06,18:00,Liga MX,Apertura 2021 Regular Season,Fri,Home,D,1,1,Monterrey,61.0,6543.0,Néstor Vidrio,3-5-2,Mario Vargas,Match Report,,9,2,,0,0,2022,Mazatlan
3,2021-08-14,19:00,Liga MX,Apertura 2021 Regular Season,Sat,Away,L,0,3,León,36.0,9663.0,Néstor Vidrio,3-1-4-2,Brian Gonzalez,Match Report,,7,2,,0,0,2022,Mazatlan
4,2021-08-17,17:00,Liga MX,Apertura 2021 Regular Season,Tue,Away,D,2,2,Toluca,33.0,,Néstor Vidrio,3-1-4-2,Saul Silva,Match Report,,6,2,,0,0,2022,Mazatlan
5,2021-08-20,20:00,Liga MX,Apertura 2021 Regular Season,Fri,Home,L,0,3,UANL,41.0,7733.0,Néstor Vidrio,3-1-4-2,Eduardo Basulto,Match Report,,7,0,,0,0,2022,Mazatlan
6,2021-08-27,18:00,Liga MX,Apertura 2021 Regular Season,Fri,Home,D,2,2,Atlético,51.0,5477.0,Néstor Vidrio,5-4-1,Adonai Escobedo,Match Report,,4,3,,1,1,2022,Mazatlan
7,2021-09-11,21:00,Liga MX,Apertura 2021 Regular Season,Sat,Away,L,0,2,América,41.0,14637.0,Néstor Vidrio,5-3-2,Diego Montaño,Match Report,,0,0,,0,0,2022,Mazatlan
8,2021-09-18,20:00,Liga MX,Apertura 2021 Regular Season,Sat,Home,D,2,2,UNAM,50.0,7902.0,Néstor Vidrio,4-4-2,Erick Miranda,Match Report,,8,2,,1,1,2022,Mazatlan
9,2021-09-24,19:06,Liga MX,Apertura 2021 Regular Season,Fri,Away,D,0,0,Tijuana,43.0,7333.0,Néstor Vidrio,4-5-1,Adonai Escobedo,Match Report,,9,1,,0,0,2022,Mazatlan
10,2021-09-28,18:00,Liga MX,Apertura 2021 Regular Season,Tue,Home,W,3,1,FC Juárez,41.0,5880.0,Néstor Vidrio,3-5-1-1,Jorge Pérez,Match Report,,4,2,,0,0,2022,Mazatlan
11,2021-10-02,19:06,Liga MX,Apertura 2021 Regular Season,Sat,Away,L,0,1,Santos,40.0,11293.0,Néstor Vidrio,4-5-1,Erick Miranda,Match Report,,8,0,,0,0,2022,Mazatlan
12,2021-10-15,20:00,Liga MX,Apertura 2021 Regular Season,Fri,Home,W,1,0,Atlas,41.0,8120.0,Néstor Vidrio,3-5-1-1,Mario Vargas,Match Report,,10,3,,1,1,2022,Mazatlan
